id,freestyle_rating,cinematic_rating,obstacle_density,busyness
38717382,0.35,0.15,0.65,0.85
1480955497,0.1,0.1,0.0,0.0
148769860,0.2,0.1,0.3,0.2
922960262,0.5,0.35,0.55,0.8
427804338,0.3,0.1,0.5,0.3
1380991382,0.6,0.45,0.75,0.8
679022346,0.6,0.6,0.5,0.1
149923620,0.45,0.4,0.5,0.85
23723419,0.35,0.1,0.7,0.9
1277954601,0.45,0.45,0.6,0.8
1217177315,0.65,0.35,0.55,0.85
1188680605,0.8,0.75,0.9,0.0
273663414,0.1,0.1,0.3,0.1
821647091,0.6,0.4,0.7,0.9
45490287,0.5,0.1,0.5,0.9
245107396,0.3,0.4,0.45,0.1
23453526,0.5,0.5,0.7,0.8
46507504,0.5,0.3,0.65,0.8
364632968,0.5,0.4,0.8,0.1
53040651,0.6,0.4,0.6,0.9
21857541,0.55,0.1,0.75,0.9
490066231,0.2,0.2,0.2,0.1
1315376745,0.2,0.5,0.1,0.0
108825990,0.85,0.8,0.75,0.3
900495972,0.55,0.35,0.8,0.85
37077840,0.55,0.35,0.7,0.85
117388485,0.75,0.45,0.7,0.8
409321502,0.75,0.55,0.8,0.85
937269422,0.65,0.4,0.75,0.8
1147641137,0.45,0.4,0.85,0.6
1041732910,0.3,0.4,0.5,0.1
93193470,0.7,0.8,1.0,0.1
122924936,0.5,0.4,0.7,0.9
60353849,0.55,0.4,0.6,0.35
236142442,0.5,0.3,0.6,0.8
1242346379,0.6,0.5,0.7,0.3
626986705,0.45,0.5,0.5,0.55
288800661,0.7,0.35,0.75,0.85
61086610,0.6,0.1,0.85,1.0
380606508,0.2,0.3,0.4,0.1
198300167,0.75,0.55,0.85,0.0
1495403962,0.4,0.5,0.6,0.3
853542805,0.5,0.6,0.5,0.8
243645786,0.1,0.1,0.2,0.0
258852810,0.65,0.35,0.6,0.85
46014233,0.4,0.6,0.7,0.8
1033095144,0.5,0.2,0.7,0.9
920266127,0.2,0.4,0.8,0.3
29083897,0.75,0.2,0.55,0.25
1030906964,0.35,0.5,0.45,0.1
951292895,0.6,0.4,0.7,0.9
129451670,0.6,0.5,0.8,0.8
4995492,0.2,0.1,0.2,0.0
1349548823,0.35,0.3,0.6,0.0
705180823,0.55,0.5,0.6,0.15
295651085,0.55,0.8,0.65,0.9
119426148,0.5,0.4,0.6,0.8
750330303,0.6,0.3,0.7,0.9
111631693,0.85,0.9,0.8,0.55
175060206,0.75,0.6,0.85,0.0
179312768,0.5,0.4,0.8,0.8
966477872,0.2,0.1,0.45,0.5
438400644,0.6,0.35,0.65,0.85
66206545,0.2,0.1,0.5,0.1
34572346,0.65,0.25,0.8,0.9
1066821705,0.35,0.4,0.8,0.0
450247417,0.7,0.2,0.65,0.85
442131963,0.5,0.15,0.7,0.9
249896004,0.6,0.15,0.6,0.85
116411674,0.6,0.3,0.8,0.9
62326367,0.2,0.1,0.3,0.3
258924443,0.65,0.45,0.75,0.9
133506412,0.7,0.5,0.6,0.9
111761202,0.6,0.5,0.8,0.4
24906462,0.6,0.2,0.75,0.9
638202811,0.35,0.3,0.5,0.2
412957296,0.2,0.35,0.4,0.3
1356679976,0.6,0.4,0.6,0.2
1193943872,0.1,0.1,0.35,0.0
666376399,0.5,0.2,0.9,0.9
158683014,0.2,0.4,0.5,0.6
1243232349,0.35,0.15,0.5,0.85
1103545029,0.45,0.3,0.55,0.85
524059060,0.65,0.6,0.65,0.3
199906261,0.45,0.35,0.5,0.8
664583164,0.75,0.85,0.7,0.8
1063741840,0.5,0.45,0.5,0.85
403446238,0.6,0.6,0.65,0.3
844338771,0.2,0.1,0.2,0.1
528720605,0.4,0.2,0.5,0.0
8129268,0.25,0.4,0.6,0.0
23887476,0.78,0.7,0.85,0.85
4267843,0.65,0.45,0.7,0.9
1332042723,0.65,0.45,0.85,0.9
496065641,0.2,0.15,0.45,0.35
336781291,0.4,0.35,0.5,0.8
9719445,0.7,0.4,0.8,0.9
246211105,0.6,0.3,0.75,0.9
35038747,0.75,0.7,0.7,0.85
599042100,0.55,0.35,0.85,0.9
1300942381,0.6,0.5,0.5,0.8
1368693003,0.75,0.6,0.6,0.3
399853721,0.4,0.4,0.7,0.3
540265087,0.65,0.4,0.8,0.9
1335775524,0.1,0.1,0.1,0.0
36071680,0.5,0.4,0.9,0.8
112397156,0.2,0.1,0.5,0.6
379600678,0.35,0.35,0.55,0.8
587527570,0.6,0.5,0.7,0.0
1365380962,0.6,0.3,0.6,0.8
1205949951,0.65,0.35,0.8,0.85
323264396,0.3,0.4,0.8,0.0
1054295751,0.4,0.45,0.75,0.1
509410751,0.5,0.4,1.0,0.0
1153571694,0.85,0.8,0.9,0.1
479916152,0.6,0.65,0.65,0.8
285765313,0.3,0.2,0.4,0.3
163549316,0.45,0.4,0.7,0.1
933956614,0.35,0.25,0.45,0.3
882981680,0.6,0.45,1.0,0.8
429693917,0.8,0.9,0.7,0.0
1169939637,0.4,0.35,0.5,0.4
51845183,0.55,0.45,0.4,0.3
1363844023,0.4,0.1,0.5,0.8
1337190653,0.45,0.2,0.75,0.85
376638127,0.6,0.5,0.7,0.0
1296939774,0.7,0.4,0.8,0.9
828575777,0.6,0.35,0.7,0.85
1355235993,0.7,0.6,0.8,0.9
949239920,0.65,0.35,0.7,0.9
143445832,0.65,0.45,0.8,0.8
1370330700,0.55,0.5,0.75,0.85
179535933,0.45,0.5,0.55,0.1
315243008,0.75,0.6,0.85,0.25
219377069,0.8,0.55,0.7,0.9
80142876,0.5,0.5,0.7,0.3
467987408,0.7,0.6,0.7,0.3
309143605,0.35,0.2,0.55,0.85
43026896,0.35,0.1,0.5,0.8
1490859811,0.7,0.3,0.9,0.8
1301077783,0.35,0.3,0.8,0.0
810461365,0.5,0.1,0.2,0.3
1092753085,0.5,0.4,0.6,0.8
159579441,0.35,0.45,0.9,0.1
736870438,0.7,0.5,0.9,0.7
1288731444,0.8,0.6,0.7,0.9
485934822,0.4,0.2,0.4,0.1
419893423,0.65,0.25,0.7,0.9
1293766582,0.55,0.35,0.7,0.85
152499104,0.4,0.35,0.65,0.9
157703009,0.5,0.2,0.6,0.85
331070038,0.6,0.65,0.6,0.0
1415613206,0.45,0.5,0.55,0.8
52489321,0.35,0.25,0.5,0.1
77814831,0.8,0.7,0.8,0.8
246710282,0.7,0.5,0.9,0.0
25779737,0.3,0.2,0.5,0.8
159097563,0.2,0.4,0.5,0.7
533808715,0.6,0.45,0.7,0.9
4274009,0.45,0.3,0.6,0.3
1083443318,0.2,0.2,0.4,0.3
956129117,0.4,0.5,0.8,0.0
87932812,0.6,0.4,0.7,0.4
1079230458,0.45,0.5,0.75,0.85
1427264839,0.3,0.2,0.5,0.8
866676784,0.75,0.65,0.8,0.85
40964716,0.5,0.4,0.6,0.0
1411907048,0.2,0.1,0.8,0.0
501039444,0.5,0.4,0.6,0.7
89102735,0.4,0.4,0.6,0.6
1457032299,0.7,0.3,0.75,0.9
202351091,0.25,0.3,0.5,0.0
975396823,0.65,0.5,0.7,0.9
235677552,0.4,0.35,0.5,0.8
711397959,0.65,0.6,0.6,0.85
184796162,0.75,0.5,0.9,0.2
508440661,0.5,0.2,0.7,0.9
527465607,0.5,0.6,0.5,0.8
27909153,0.7,0.4,0.6,0.8
1057181247,0.75,0.15,0.75,0.95
1017176772,0.4,0.4,0.5,0.0
1084698894,0.5,0.4,0.8,0.0
1499680212,0.35,0.4,0.75,0.05
701095843,0.25,0.15,0.55,0.85
19904742,0.45,0.15,0.6,0.9
1111583036,0.75,0.15,0.4,0.2
1060081478,0.2,0.3,0.7,0.0
117452878,0.5,0.1,0.75,0.9
1087956522,0.7,0.65,0.85,0.8
451952691,0.5,0.4,0.6,0.35
506206925,0.4,0.2,0.6,0.9
24433871,0.7,0.5,0.35,0.1
335772128,0.7,0.5,0.7,0.9
23026631,0.65,0.45,0.7,0.8
1493368775,0.35,0.15,0.35,0.1
703187931,0.55,0.4,0.7,0.9
440537041,0.45,0.3,0.5,0.35
42713649,0.75,0.5,0.8,0.8
207209382,0.45,0.35,0.6,0.35
93363265,0.75,0.6,0.7,0.8
25773603,0.2,0.1,0.5,0.0
1000486119,0.8,0.65,0.6,0.8
23972065,0.8,0.55,0.8,0.8
303336533,0.5,0.5,0.8,0.6
1119988272,0.7,0.4,0.7,0.0
52006448,0.1,0.1,0.35,0.05
921408966,0.2,0.3,0.5,0.4
1000207030,0.6,0.6,0.5,0.0
21639640,0.6,0.4,0.7,0.8
317010458,0.6,0.4,0.7,0.9
199270769,0.85,0.75,0.7,0.8
897770581,0.5,0.1,0.7,0.9
947300122,0.55,0.35,0.65,0.85
1198203350,0.7,0.75,0.65,0.85
971408643,0.4,0.45,0.6,0.6
1204302916,0.45,0.4,0.5,0.0
106390905,0.35,0.3,0.55,0.15
1098345676,0.65,0.4,0.6,0.8
606834538,0.2,0.6,0.3,0.0
1198225389,0.5,0.4,1.0,0.0
68999442,0.2,0.2,0.5,0.8
1186560566,0.65,0.45,0.85,0.0
911838139,0.7,0.6,0.9,0.8
260983115,0.65,0.5,0.8,0.9
269297100,0.65,0.5,0.9,0.8
680589793,0.65,0.45,0.6,0.3
936652124,0.15,0.1,0.3,0.0
499895996,0.25,0.35,0.3,0.0
282056798,0.6,0.5,0.65,0.8
33053626,0.2,0.2,0.3,0.3
901407809,0.65,0.15,0.8,0.9
782521003,0.35,0.3,0.55,0.0
885354260,0.75,0.45,0.5,0.6
660914255,0.5,0.35,0.7,0.8
893977033,0.2,0.2,0.3,0.1
922490092,0.35,0.2,0.4,0.3
31246609,0.65,0.35,0.75,0.3
296811896,0.6,0.4,0.7,0.9
463271049,0.6,0.4,0.95,0.8
224146238,0.65,0.55,0.5,0.0
151712382,0.6,0.15,0.45,0.8
400678879,0.5,0.4,0.7,0.8
599938117,0.85,0.85,0.75,0.0
32725218,0.35,0.4,0.7,0.85
1463242446,0.65,0.2,0.8,0.9
14593590,0.75,0.7,0.65,0.85
1276244737,0.1,0.2,0.3,0.0
377864501,0.1,0.1,0.25,0.0
943568473,0.45,0.35,0.5,0.3
173689675,0.75,0.65,0.7,0.9
1507754988,0.85,0.8,0.8,0.05
165819618,0.2,0.25,0.6,0.1
131353998,0.75,0.6,0.85,0.9
1241025470,0.3,0.2,0.2,0.1
665073069,0.75,0.65,0.85,0.9
40271120,0.7,0.65,0.7,0.85
957235011,0.6,0.2,0.7,0.9
1385590042,0.75,0.4,0.8,0.9
24393497,0.6,0.5,0.7,0.3
1164671783,0.75,0.75,0.8,0.2
941604875,0.6,0.3,0.75,0.8
230576073,0.7,0.35,0.75,0.85
62491687,0.55,0.4,0.5,0.85
1049698537,0.45,0.4,0.6,0.1
384169111,0.4,0.3,0.5,0.6
39122014,0.85,0.75,0.7,0.6
1056688145,0.7,0.7,0.6,0.8
481442732,0.7,0.5,0.85,0.3
91803047,0.35,0.15,0.65,0.9
370042697,0.65,0.5,0.9,0.8
218397105,0.5,0.35,0.75,0.85
486583482,0.7,0.6,0.9,0.9
467604715,0.2,0.1,0.5,0.0
482110189,0.78,0.35,0.6,0.85
1189978160,0.6,0.5,1.0,0.2
1453446856,0.65,0.2,0.7,0.9
379378522,0.1,0.3,0.4,0.8
657872545,0.6,0.4,0.55,0.4
29113682,0.75,0.6,0.7,0.9
107915212,0.2,0.3,0.5,0.8
32467798,0.4,0.35,0.5,0.0
655465152,0.1,0.3,0.5,0.05
722681550,0.7,0.6,0.8,0.3
144940657,0.5,0.4,0.7,0.3
1226993000,0.35,0.3,0.8,0.1
363768687,0.55,0.45,0.6,0.85
974808179,0.7,0.8,0.7,0.9
375866547,0.35,0.25,0.55,0.2
22947568,0.45,0.35,0.7,0.85
816549172,0.4,0.2,0.3,0.1
575660961,0.4,0.4,1.0,0.3
111661221,0.6,0.4,0.7,0.3
229204607,0.4,0.2,0.5,0.8
1061364295,0.25,0.2,0.45,0.5
231023118,0.5,0.15,0.7,0.9
77810533,0.3,0.4,0.5,0.0
1506860916,0.65,0.45,0.75,0.8
1257222224,0.75,0.65,0.5,0.0
257122372,0.65,0.45,0.6,0.3
24615736,0.4,0.35,0.55,0.8
825972207,0.75,0.55,0.7,0.05
32547881,0.75,0.2,0.7,0.9
366837089,0.45,0.15,0.65,0.9
360168282,0.3,0.15,0.55,0.85
1025809828,0.7,0.4,0.6,0.8
126828381,0.45,0.4,0.8,0.8
201674128,0.5,0.1,0.7,0.9
688460813,0.7,0.5,0.75,0.7
31349400,0.45,0.4,0.55,0.3
921979393,0.6,0.5,0.9,0.6
255927931,0.65,0.5,0.85,0.0
1249081374,0.45,0.4,0.75,0.9
301065775,0.45,0.4,0.7,0.85
1096799850,0.6,0.25,0.75,0.9
32398956,0.5,0.4,0.6,0.7
1327542900,0.7,0.5,0.6,0.6
1213881330,0.6,0.5,0.8,0.8
1373177741,0.45,0.4,0.45,0.0
28570996,0.4,0.2,0.5,0.6
113525449,0.5,0.4,0.6,0.85
345794813,0.35,0.25,0.45,0.0
1169657887,0.2,0.1,0.1,0.1
8220333318,0.2,0.4,0.5,0.6
10094923543,0.35,0.6,0.6,0.2
392897767,0.5,0.8,0.7,0.4
2167142793,0.35,0.45,0.4,0.2
2198931957,0.5,0.65,0.45,0.2
2700149049,0.9,0.9,0.9,0.0
289419235,0.2,0.4,0.3,0.2
1132414364,0.5,0.7,0.7,0.0
13382172813,0.7,0.7,0.9,0.3
672976888,0.75,0.75,0.8,0.9
325324702,0.8,0.75,0.7,0.3
7006809629,0.35,0.5,0.5,0.3
1141845247,0.8,0.85,0.9,0.0
10880386156,0.65,0.55,0.85,0.3
29442188,0.65,0.85,0.65,0.3
431431642,0.15,0.45,0.35,0.1
8285279493,0.5,0.4,0.6,0.05
3547182915,0.55,0.5,0.8,0.8
2198931999,0.35,0.45,0.65,0.1
1640721980,0.1,0.4,0.5,0.0
29543428,0.7,0.7,0.8,0.3
9248683746,0.5,0.4,0.6,0.4
561509098,0.9,0.9,0.9,0.0
29274768,0.55,0.5,0.75,0.1
3530257036,0.4,0.5,0.5,0.3
13382172708,0.6,0.75,0.65,0.0
268673468,0.5,0.4,0.7,0.0
5147742054,0.2,0.4,0.25,0.1
8179461145,0.45,0.7,0.6,0.1
13382153942,0.4,0.5,0.5,0.3
13360109437,0.65,0.75,0.8,0.0
3526058896,0.45,0.4,0.8,0.9
432653855,0.35,0.45,0.5,0.3
29730535,0.35,0.5,0.55,0.1
7649856792,0.35,0.15,0.7,0.85
4798935837,0.85,0.88,0.9,0.0
12379191945,0.4,0.4,0.5,0.5
8808797457,0.7,0.75,0.9,0.35
8727474225,0.6,0.7,1.0,0.0
11298038772,0.25,0.45,0.4,0.3
1507856091,0.75,0.85,0.9,0.0
1779626900,0.3,0.4,0.1,0.0
2207571648,0.2,0.1,0.4,0.2
13362348424,0.65,0.7,0.8,0.0
768149164,0.6,0.6,0.5,0.6
11682722556,0.4,0.5,0.5,0.3
3626693113,0.55,0.7,0.45,0.0
347193866,0.35,0.4,0.55,0.6
2794349918,0.75,0.85,0.8,0.0
2681104983,0.7,0.8,0.6,0.0
2704166420,0.85,0.9,0.95,0.0
29750241,0.35,0.45,0.5,0.1
1215273373,0.4,0.6,0.7,0.1
262682,0.4,0.5,0.9,0.8
3475077371,0.75,0.85,0.65,0.1
29728742,0.9,0.9,0.9,0.3
702386785,0.6,0.5,0.8,0.4
2328317145,0.85,0.8,0.9,0.0
2683422167,0.8,0.9,0.9,0.0
4145047823,0.75,0.85,0.8,0.3
12410433727,0.35,0.45,0.5,0.6
8735002808,0.2,0.5,0.6,0.0
2776438770,0.25,0.45,0.25,0.1
2689610081,0.55,0.7,0.5,0.0
2681104981,0.6,0.5,0.1,0.0
3475077366,0.5,0.8,0.6,0.0
3522774323,0.65,0.55,0.8,0.6
2195181707,0.3,0.6,0.1,0.0
9406286298,0.4,0.6,0.3,0.1
10012274905,0.35,0.35,0.4,0.15
535323814,0.5,0.45,0.7,0.1
8938887343,0.2,0.4,0.5,0.3
2870309460,0.75,0.8,0.9,0.0
410141511,0.55,0.7,0.2,0.0
1958892308,0.4,0.35,0.9,0.0
2437253497,0.45,0.4,0.5,0.3
11920667756,0.5,0.6,0.55,0.3
312060897,0.5,0.4,0.75,0.8
3513621618,0.55,0.45,0.65,0.85
13362348438,0.4,0.7,0.2,0.0
2195181753,0.2,0.3,0.4,0.3
4512892078,0.7,0.8,0.6,0.1
13381261818,0.6,0.4,0.8,0.9
1302069809,0.8,0.9,0.75,0.05
11144542291,0.6,0.5,0.8,0.8
4726235517,0.6,0.7,0.6,0.3
2665965345,0.1,0.1,0.1,0.0
2807475951,0.9,0.9,0.9,0.0
2108820617,0.55,0.6,0.95,0.0
2723859289,0.85,0.95,0.9,0.0
611776729,0.9,0.9,0.8,0.0
3613069242,0.55,0.5,0.5,0.0
3703764268,0.2,0.4,0.5,0.6
6094064225,0.3,0.4,1.0,0.0
7593559478,0.2,0.4,0.55,0.05
863781822,0.6,0.5,0.8,0.1
10739649830,0.65,0.8,0.9,0.0
2130063235,0.65,0.8,0.85,0.6
11969315927,0.9,0.95,0.85,0.0
12215229068,0.65,0.75,0.9,0.0
471328585,0.75,0.85,0.7,0.0
247874676,0.2,0.4,0.1,0.0
2858982019,0.4,0.5,0.35,0.0
560045769,0.4,0.5,0.5,0.0
5914148149,0.5,0.7,0.8,0.8
2195187499,0.1,0.3,0.2,0.0
5836944628,0.4,0.4,0.6,0.2
9971964074,0.35,0.4,0.75,0.6
429823567,0.5,0.6,0.4,0.1
2195187478,0.2,0.3,0.4,0.1
3739312554,0.35,0.45,0.55,0.4
5100134877,0.4,0.5,0.5,0.3
29441473,0.85,0.9,0.8,0.0
2795002525,0.45,0.7,0.2,0.3
2682545827,0.45,0.5,0.6,0.0
2407697739,0.7,0.75,0.7,0.0
13362348417,0.6,0.8,0.6,0.0
1158418395,0.7,0.75,0.8,0.0
2468028014,0.5,0.5,0.45,0.25
430128320,0.85,0.9,0.8,0.0
3418423109,0.4,0.5,0.8,0.3
2796448136,0.85,0.95,0.9,0.0
3530257050,0.2,0.45,0.25,0.05
8179460868,0.55,0.5,0.8,0.1
3299603084,0.3,0.5,0.4,0.1
10161920592,0.45,0.5,0.85,0.3
2196866527,0.35,0.6,0.4,0.0
609913664,0.8,0.9,0.8,0.0
